property_id,serial_number,mac_address,ip_address,name,type,room,building,community,jack,,
A017397,BN0013887,000B86813247,10.151.153.3,slo-rw170b-b102-l,5,B102-L,Cabrillo,Cerro Vista,W,,
A017398,BN0013875,000B8681320B,10.151.153.4,slo-rw170b-b102-c,2.4,B102-C,Cabrillo,Cerro Vista,W,,
A017399,BN0013874,000B86813206,10.151.153.5,slo-rw170b-b201-l,5,B201-L,Cabrillo,Cerro Vista,W,,
A017400,BN0013884,000B86813238,10.151.153.6,slo-rw170b-b201-c,2.4,B201-C,Cabrillo,Cerro Vista,W,,
A017401,BN0013900,000B86813288,10.151.153.7,slo-rw170b-b202-l,5,B202-L,Cabrillo,Cerro Vista,W,,
A017402,BN0013901,000B8681328D,10.151.153.8,slo-rw170b-b202-b,2.4,B202-B,Cabrillo,Cerro Vista,W,,
A017403,BN0013397,000B868128B5,10.151.153.9,slo-rw170b-b202-am,AM,B202-D,Cabrillo,Cerro Vista,W,,
A017404,BN0013888,000B8681324C,10.151.153.10,slo-rw170b-b203-l,5,B203-L,Cabrillo,Cerro Vista,W,,
A017405,BN0013418,000B8681291E,10.151.153.11,slo-rw170b-b203-b,2.4,B203-B,Cabrillo,Cerro Vista,W,,
A017406,BN0013221,000B86812545,10.151.153.12,slo-rw170b-b204-l,5,B204-L,Cabrillo,Cerro Vista,W,,
A017407,BN0013427,000B8681294B,10.151.153.13,slo-rw170b-b204-b,2.4,B204-B,Cabrillo,Cerro Vista,W,,
A017408,BN0013420,000B86812928,10.151.153.14,slo-rw170b-b204-am,AM,B204-C,Cabrillo,Cerro Vista,W,,
A017409,BN0013448,000B868129B4,10.151.153.15,slo-rw170b-b301-l,5,B301-L,Cabrillo,Cerro Vista,W,,
A017410,BN0013441,000B86812991,10.151.153.16,slo-rw170b-b301-c,2.4,B301-C,Cabrillo,Cerro Vista,W,,
A017411,BN0013434,000B8681296E,10.151.153.17,slo-rw170b-b302-l,5,B302-L,Cabrillo,Cerro Vista,W,,
A017412,BN0013436,000B86812978,10.151.153.18,slo-rw170b-b302-b,2.4,B302-B,Cabrillo,Cerro Vista,W,,
A017413,BN0013062,000B8681222A,10.151.153.19,slo-rw170b-b303-l,5,B303-L,Cabrillo,Cerro Vista,W,,
A017414,BN0013456,000B868129DC,10.151.153.20,slo-rw170b-b303-b,2.4,B303-B,Cabrillo,Cerro Vista,W,,
A017415,BN0013808,000B868130BC,10.151.153.21,slo-rw170b-b304-l,5,B304-L,Cabrillo,Cerro Vista,W,,
A017416,BN0013778,000B86813026,10.151.153.22,slo-rw170b-b304-b,2.4,B304-B,Cabrillo,Cerro Vista,W,,
A017417,BN0013804,000B868130A8,10.151.153.23,slo-rw170b-b305-l,5,B305-L,Cabrillo,Cerro Vista,W,,
A017418,BN0013774,000B86813012,10.151.153.24,slo-rw170b-b305-b,2.4,B305-B,Cabrillo,Cerro Vista,W,,
A017419,BN0013801,000B86813099,10.151.153.25,slo-rw170b-b305-am,AM,B305-C,Cabrillo,Cerro Vista,W,,
A017420,BN0013807,000B868130B7,10.151.153.26,slo-rw170b-b306-l,5,B306-L,Cabrillo,Cerro Vista,W,,
A017421,BN0013809,000B868130C1,10.151.153.27,slo-rw170b-b306-b,2.4,B306-B,Cabrillo,Cerro Vista,W,,
A017422,BN0013791,000B86813067,10.151.153.28,slo-rw170b-b403-l,5,B403-L,Cabrillo,Cerro Vista,W,,
A017423,BN0013797,000B86813085,10.151.153.29,slo-rw170b-b403-b,2.4,B403-B,Cabrillo,Cerro Vista,W,,
A017424,BN0013800,000B86813094,10.151.153.30,slo-rw170b-b404-l,5,B404-L,Cabrillo,Cerro Vista,W,,
A017425,BN0013457,000B868129E1,10.151.153.31,slo-rw170b-b404-b,2.4,B404-B,Cabrillo,Cerro Vista,W,,
A017426,BN0013431,000B8681295F,10.151.153.32,slo-rw170b-b404-am,AM,B404-C,Cabrillo,Cerro Vista,W,,
A017427,BN0013449,000B868129B9,10.151.153.33,slo-rw170b-b405-l,5,B405-L,Cabrillo,Cerro Vista,W,,
A017428,BN0013445,000B868129A5,10.151.153.34,slo-rw170b-405-b,2.4,B405-B,Cabrillo,Cerro Vista,W,,
A017429,BN0013446,000B868129AA,10.151.153.35,slo-rw170b-b406-l,5,B406-L,Cabrillo,Cerro Vista,W,,
A017430,BN0013365,000B86812815,10.151.153.36,slo-rw170b-b406-b,2.4,B406-B,Cabrillo,Cerro Vista,W,,
A017431,BN0013461,000B868129F5,10.151.153.37,slo-rw170b-b407-l,5,B407-L,Cabrillo,Cerro Vista,W,,
A017432,BN0013443,000B8681299B,10.151.153.38,slo-rw170b-b407-b,2.4,B407-B,Cabrillo,Cerro Vista,W,,
A017433,BN0013424,000B8681293C,10.151.153.39,slo-rw170b-b407-am,AM,B407-C,Cabrillo,Cerro Vista,W,,
A017434,BN0013444,000B868129A0,10.151.153.40,slo-rw170b-b408-l,5,B408-L,Cabrillo,Cerro Vista,W,,
A017435,BN0013795,000B8681307B,10.151.153.41,slo-rw170b-b408-b,2.4,B408-B,Cabrillo,Cerro Vista,W,,
A017436,BN0013794,000B86813076,10.151.153.42,slo-rw170b-b505-l,5,B505-L,Cabrillo,Cerro Vista,W,,
A017437,BN0013787,000B86813053,10.151.153.43,slo-rw170b-b505-b,2.4,B505-B,Cabrillo,Cerro Vista,W,,
A017438,BN0013771,000B86813003,10.151.153.44,slo-rw170b-b506-l,5,B506-L,Cabrillo,Cerro Vista,W,,
A017439,BN0013796,000B86813080,10.151.153.45,slo-rw170b-b506-b,2.4,B506-B,Cabrillo,Cerro Vista,W,,
A017440,BN0013779,000B8681302B,10.151.153.46,slo-rw170b-b506-am,AM,B506-D,Cabrillo,Cerro Vista,W,,
A017441,BN0013780,000B86813030,10.151.153.47,slo-rw170b-b507-l,5,B507-L,Cabrillo,Cerro Vista,W,,
A017442,BN0013805,000B868130AD,10.151.153.48,slo-rw170b-b507-b,2.4,B507-B,Cabrillo,Cerro Vista,W,,
A017443,BN0013798,000B8681308A,10.151.153.49,slo-rw170b-b508-l,5,B508-L,Cabrillo,Cerro Vista,W,,
A017444,BN0013785,000B86813049,10.151.153.50,slo-rw170b-b508-b,2.4,B508-B,Cabrillo,Cerro Vista,W,,
A017445,BN0013517,000B86812B0D,10.151.153.51,slo-rw170b-b509-l,5,B509-L,Cabrillo,Cerro Vista,W,,
A017446,BN0013526,000B86812B3A,10.151.153.52,slo-rw170b-b509-b,2.4,B509-B,Cabrillo,Cerro Vista,W,,
A017447,BN0013471,000B86812A27,10.151.153.53,slo-rw170b-b510-l,5,B510-L,Cabrillo,Cerro Vista,W,,
A017448,BN0013542,000B86812B8A,10.151.153.54,slo-rw170b-b510-b,2.4,B510-B,Cabrillo,Cerro Vista,W,,
A017449,BN0013531,000B86812B53,10.151.153.55,slo-rw170b-b510-am,AM,B510-D,Cabrillo,Cerro Vista,W,,
A017450,BN0013419,000B86812923,10.151.153.56,slo-rw170b-b511-l,5,B511-L,Cabrillo,Cerro Vista,W,,
A017451,BN0013504,000B86812ACC,10.151.153.57,slo-rw170b-b511-c,2.4,B511-C,Cabrillo,Cerro Vista,W,,
A017452,BN0013536,000B86812B6C,10.151.153.58,slo-rw170b-b605-l,5,B605-L,Cabrillo,Cerro Vista,W,,
A017453,BN0013530,000B86812B4E,10.151.153.59,slo-rw170b-b605-b,2.4,B605-B,Cabrillo,Cerro Vista,W,,
A017454,BN0013480,000B86812A54,10.151.153.60,slo-rw170b-b606-l,5,B606-L,Cabrillo,Cerro Vista,W,,
A017455,BN0013385,000B86812879,10.151.153.61,slo-rw170b-b606-b,2.4,B606-B,Cabrillo,Cerro Vista,W,,
A017456,BN0013416,000B86812914,10.151.153.62,slo-rw170b-b607-l,5,B607-L,Cabrillo,Cerro Vista,W,,
A017457,BN0013437,000B8681297D,10.151.153.63,slo-rw170b-b607-b,2.4,B607-B,Cabrillo,Cerro Vista,W,,
A017458,BN0013440,000B8681298C,10.151.153.64,slo-rw170b-b607-am,AM,B607-C,Cabrillo,Cerro Vista,W,,
A017459,BN0013394,000B868128A6,10.151.153.65,slo-rw170b-b608-l,5,B608-L,Cabrillo,Cerro Vista,W,,
A017460,BN0013428,000B86812950,10.151.153.66,slo-rw170b-b608-b,2.4,B608-B,Cabrillo,Cerro Vista,W,,
A017461,BN0013377,000B86812851,10.151.153.67,slo-rw170b-b609-l,5,B609-L,Cabrillo,Cerro Vista,W,,
A017462,BN0013382,000B8681286A,10.151.153.68,slo-rw170b-b609-am,AM,B609-A,Cabrillo,Cerro Vista,W,,
A017463,BN0013421,000B8681292D,10.151.153.69,slo-rw170b-b609-b,2.4,B609-B,Cabrillo,Cerro Vista,W,,
A017464,BN0013415,000B8681290F,10.151.153.70,slo-rw170b-b610-l,5,B610-L,Cabrillo,Cerro Vista,W,,
A017465,BN0013833,000B86813139,10.151.153.71,slo-rw170b-b610-b,2.4,B610-B,Cabrillo,Cerro Vista,W,,
A017466,BN0013839,000B86813157,10.151.153.72,slo-rw170b-b611-l,5,B611-L,Cabrillo,Cerro Vista,W,,
A017467,BN0013841,000B86813161,10.151.153.73,slo-rw170b-b611-c,2.4,B611-C,Cabrillo,Cerro Vista,W,,
A017468,BN0013837,000B8681314D,10.151.153.74,slo-rw170b-b709-l,5,B709-L,Cabrillo,Cerro Vista,W,,
A017469,BN0013840,000B8681315C,10.151.153.75,slo-rw170b-b709-b,2.4,B709-B,Cabrillo,Cerro Vista,W,,
A017470,BN0013832,000B86813134,10.151.153.76,slo-rw170b-b710-l,5,B710-L,Cabrillo,Cerro Vista,W,,
A017471,BN0013835,000B86813143,10.151.153.77,slo-rw170b-b710-b,2.4,B710-B,Cabrillo,Cerro Vista,W,,
A017472,BN0013337,000B86812789,10.151.153.78,slo-rw170b-b711-l,5,B711-L,Cabrillo,Cerro Vista,W,,
A017473,BN0013781,000B86813035,10.151.153.79,slo-rw170b-b711-c,2.4,B711-C,Cabrillo,Cerro Vista,W,,
A017474,BN0013834,000B8681313E,10.151.153.80,slo-rw170b-b711-am,AM,B711-D,Cabrillo,Cerro Vista,W,,
A017475,BN0013489,000B86812A81,10.151.158.1,slo-rw170e-e012-l,5,E012-L,Bishop,Cerro Vista,W,,
A017476,BN0013495,000B86812A9F,10.151.158.2,slo-rw170e-e012-c,2.4,E012-C,Bishop,Cerro Vista,W,,
A017477,BN0013482,000B86812A5E,10.151.158.3,slo-rw170e-e103-l,5,E103-L,Bishop,Cerro Vista,W,,
A017478,BN0013481,000B86812A59,10.151.158.4,slo-rw170e-e103-c,2.4,E103-C,Bishop,Cerro Vista,W,,
A017479,BN0013493,000B86812A95,10.151.158.5,slo-rw170e-e104-l,5,E104-L,Bishop,Cerro Vista,W,,
A017480,BN0013484,000B86812A68,10.151.158.6,slo-rw170e-e104-b,2.4,E104-B,Bishop,Cerro Vista,W,,
A017481,BN0013473,000B86812A31,10.151.158.7,slo-rw170e-e105-l,5,E105-L,Bishop,Cerro Vista,W,,
A017482,BN0013491,000B86812A8B,10.151.158.8,slo-rw170e-e105-c,2.4,E105-C,Bishop,Cerro Vista,W,,
A017483,BN0013487,000B86812A77,10.151.158.9,slo-rw170e-e105-am,AM,E105-D,Bishop,Cerro Vista,W,,
A017484,BN0013476,000B86812A40,10.151.158.10,slo-rw170e-e106-l,5,E106-L,Bishop,Cerro Vista,W,,
A017485,BN0013505,000B86812AD1,10.151.158.11,slo-rw170e-e106-b,2.4,E106-B,Bishop,Cerro Vista,W,,
A017486,BN0013478,000B86812A4A,10.151.158.12,slo-rw170e-e111-l,5,E111-L,Bishop,Cerro Vista,W,,
A017487,BN0013183,000B86812487,10.151.158.13,slo-rw170e-e111-b,2.4,E111-B,Bishop,Cerro Vista,W,,
A017488,BN0013511,000B86812AEF,10.151.158.14,slo-rw170e-e112-l,5,E112-L,Bishop,Cerro Vista,W,,
A017489,BN0013380,000B86812860,10.151.158.15,slo-rw170e-e112-c,2.4,E112-C,Bishop,Cerro Vista,W,,
A017490,BN0013510,000B86812AEA,10.151.158.16,slo-rw170e-e201-l,5,E201-L,Bishop,Cerro Vista,W,,
A017491,BN0013447,000B868129AF,10.151.158.17,slo-rw170e-e201-c,2.4,E201-C,Bishop,Cerro Vista,W,,
A017492,BN0013516,000B86812B08,10.151.158.18,slo-rw170e-e202-l,5,E202-L,Bishop,Cerro Vista,W,,
A017493,BN0013508,000B86812AE0,10.151.158.19,slo-rw170e-e202-c,2.4,E202-C,Bishop,Cerro Vista,W,,
A017494,BN0013518,000B86812B12,10.151.158.20,slo-rw170e-e203-l,5,E203-L,Bishop,Cerro Vista,W,,
A017495,BN0013521,000B86812B21,10.151.158.21,slo-rw170e-e203-c,2.4,E203-C,Bishop,Cerro Vista,W,,
A017496,BN0013525,000B86812B35,10.151.158.22,slo-rw170e-e204-l,5,E204-L,Bishop,Cerro Vista,W,,
A017497,BN0013515,000B86812B03,10.151.158.23,slo-rw170e-e204-b,2.4,E204-B,Bishop,Cerro Vista,W,,
A017498,BN0013543,000B86812B8F,10.151.158.24,slo-rw170e-e204-am,AM,E204-D,Bishop,Cerro Vista,W,,
A017499,BN0013520,000B86812B1C,10.151.158.25,slo-rw170e-e205-l,5,E205-L,Bishop,Cerro Vista,W,,
A017500,BN0013392,000B8681289C,10.151.158.26,slo-rw170e-e205-c,2.4,E205-C,Bishop,Cerro Vista,W,,
A017501,BN0013506,000B86812AD6,10.151.158.27,slo-rw170e-e206-l,5,E206-L,Bishop,Cerro Vista,W,,
A017502,BN0013509,000B86812AE5,10.151.158.28,slo-rw170e-e206-b,2.4,E206-B,Bishop,Cerro Vista,W,,
A017503,BN0013450,000B868129BE,10.151.158.29,slo-rw170e-e207-l,5,E207-L,Bishop,Cerro Vista,W,,
A017504,BN0013519,000B86812B17,10.151.158.30,slo-rw170e-e207-b,2.4,E207-B,Bishop,Cerro Vista,W,,
A017505,BN0013514,000B86812AFE,10.151.158.31,slo-rw170e-e208-l,5,E208-L,Bishop,Cerro Vista,W,,
A017506,BN0013498,000B86812AAE,10.151.158.32,slo-rw170e-e208-c,2.4,E208-C,Bishop,Cerro Vista,W,,
A017507,BN0013494,000B86812A9A,10.151.158.33,slo-rw170e-e209-l,5,E209-L,Bishop,Cerro Vista,W,,
A017508,BN0013496,000B86812AA4,10.151.158.34,slo-rw170e-e209-b,2.4,E209-B,Bishop,Cerro Vista,W,,
A017509,BN0013507,000B86812ADB,10.151.158.35,slo-rw170e-e209-am,AM,E209-D,Bishop,Cerro Vista,W,,
A017510,BN0013488,000B86812A7C,10.151.158.36,slo-rw170e-e210-l,5,E210-L,Bishop,Cerro Vista,W,,
A017511,BN0013479,000B86812A4F,10.151.158.37,slo-rw170e-e210-c,2.4,E210-C,Bishop,Cerro Vista,W,,
A017512,BN0013501,000B86812ABD,10.151.158.38,slo-rw170e-e211-l,5,E211-L,Bishop,Cerro Vista,W,,
A017513,BN0013358,000B868127F2,10.151.158.39,slo-rw170e-e211-am,AM,E211-A,Bishop,Cerro Vista,W,,
A017514,BN0013499,000B86812AB3,10.151.158.40,slo-rw170e-e211-b,2.4,E211-B,Bishop,Cerro Vista,W,,
A017515,BN0013497,000B86812AA9,10.151.158.41,slo-rw170e-e212-l,5,E212-L,Bishop,Cerro Vista,W,,
A017516,BN0013492,000B86812A90,10.151.158.42,slo-rw170e-e212-c,2.4,E212-C,Bishop,Cerro Vista,W,,
A017517,BN0013502,000B86812AC2,10.151.158.43,slo-rw170e-e301-l,5,E301-L,Bishop,Cerro Vista,W,,
A017518,BN0013500,000B86812AB8,10.151.158.44,slo-rw170e-e301-c,2.4,E301-C,Bishop,Cerro Vista,W,,
A017519,BN0013483,000B86812A63,10.151.158.45,slo-rw170e-e302-l,5,E302-L,Bishop,Cerro Vista,W,,
A017520,BN0013468,000B86812A18,10.151.158.46,slo-rw170e-e302-c,2.4,E302-C,Bishop,Cerro Vista,W,,
A017521,BN0013453,000B868129CD,10.151.158.47,slo-rw170e-e302-am,AM,E302-D,Bishop,Cerro Vista,W,,
A017522,BN0013467,000B86812A13,10.151.158.48,slo-rw170e-e303-l,5,E303-L,Bishop,Cerro Vista,W,,
A017523,BN0013485,000B86812A6D,10.151.158.49,slo-rw170e-e303-c,2.4,E303-C,Bishop,Cerro Vista,W,,
A017524,BN0013366,000B8681281A,10.151.158.50,slo-rw170e-e304-l,5,E304-L,Bishop,Cerro Vista,W,,
A017525,BN0013777,000B86813021,10.151.158.51,slo-rw170e-e304-b,2.4,E304-B,Bishop,Cerro Vista,W,,
A017526,BN0013770,000B86812FFE,10.151.158.52,slo-rw170e-e305-l,5,E305-L,Bishop,Cerro Vista,W,,
A017527,BN0013784,000B86813044,10.151.158.53,slo-rw170e-e305-c,2.4,E305-C,Bishop,Cerro Vista,W,,
A017528,BN0013783,000B8681303F,10.151.158.54,slo-rw170e-e305-am,AM,E305-D,Bishop,Cerro Vista,W,,
A017529,BN0013782,000B8681303A,10.151.158.55,slo-rw170e-e306-l,5,E306-L,Bishop,Cerro Vista,W,,
A017530,BN0013711,000B86812ED7,10.151.158.56,slo-rw170e-e306-b,2.4,E306-B,Bishop,Cerro Vista,W,,
A017531,BN0013790,000B86813062,10.151.158.57,slo-rw170e-e307-l,5,E307-L,Bishop,Cerro Vista,W,,
A017532,BN0013786,000B8681304E,10.151.158.58,slo-rw170e-e307-b,2.4,E307-B,Bishop,Cerro Vista,W,,
A017533,BN0013806,000B868130B2,10.151.158.59,slo-rw170e-e308-l,5,E308-L,Bishop,Cerro Vista,W,,
A017534,BN0013789,000B8681305D,10.151.158.60,slo-rw170e-e308-c,2.4,E308-C,Bishop,Cerro Vista,W,,
A017535,BN0013314,000B86812716,10.151.158.61,slo-rw170e-e308-am,AM,E308-D,Bishop,Cerro Vista,W,,
A017536,BN0013280,000B8681266C,10.151.158.62,slo-rw170e-e309-l,5,E309-L,Bishop,Cerro Vista,W,,
A017537,BN0013285,000B86812685,10.151.158.63,slo-rw170e-e309-b,2.4,E309-B,Bishop,Cerro Vista,W,,
A017538,BN0013282,000B86812676,10.151.158.64,slo-rw170e-e310-l,5,E310-L,Bishop,Cerro Vista,W,,
A017539,BN0013316,000B86812720,10.151.158.65,slo-rw170e-e310-c,2.4,E310-C,Bishop,Cerro Vista,W,,
A017540,BN0013308,000B868126F8,10.151.158.66,slo-rw170e-e311-l,5,E311-L,Bishop,Cerro Vista,W,,
A017541,BN0013313,000B86812711,10.151.158.67,slo-rw170e-e311-b,2.4,E311-B,Bishop,Cerro Vista,W,,
A017542,BN0013315,000B8681271B,10.151.158.68,slo-rw170e-e401-l,5,E401-L,Bishop,Cerro Vista,W,,
A017543,BN0013276,000B86812658,10.151.158.69,slo-rw170e-e401-am,AM,E401-A,Bishop,Cerro Vista,W,,
A017544,BN0013277,000B8681265D,10.151.158.70,slo-rw170e-e401-c,2.4,E401-C,Bishop,Cerro Vista,W,,
A017545,BN0013426,000B86812946,10.151.158.71,slo-rw170e-e402-l,5,E402-L,Bishop,Cerro Vista,W,,
A017546,BN0013430,000B8681295A,10.151.158.72,slo-rw170e-e402-c,2.4,E402-C,Bishop,Cerro Vista,W,,
A017547,BN0013438,000B86812982,10.151.158.73,slo-rw170e-e407-l,5,E407-L,Bishop,Cerro Vista,W,,
A017548,BN0013433,000B86812969,10.151.158.74,slo-rw170e-e407-b,2.4,E407-B,Bishop,Cerro Vista,W,,
A017549,BN0013432,000B86812964,10.151.158.75,slo-rw170e-e408-l,5,E408-L,Bishop,Cerro Vista,W,,
A017550,BN0013442,000B86812996,10.151.158.76,slo-rw170e-e408-c,2.4,E408-C,Bishop,Cerro Vista,W,,
A017551,BN0013429,000B86812955,10.151.158.77,slo-rw170e-e409-l,5,E409-L,Bishop,Cerro Vista,W,,
A017552,BN0013414,000B8681290A,10.151.158.78,slo-rw170e-e409-am,AM,E409-A,Bishop,Cerro Vista,W,,
A017553,BN0013393,000B868128A1,10.151.158.79,slo-rw170e-e409-b,2.4,E409-B,Bishop,Cerro Vista,W,,
A017554,BN0013439,000B86812987,10.151.158.80,slo-rw170e-e410-l,5,E410-L,Bishop,Cerro Vista,W,,
A017555,BN0016233,000B86816019,10.151.158.81,slo-rw170e-e410-c,2.4,E410-C,Bishop,Cerro Vista,W,,
A017556,BN0013234,000B86812586,10.151.160.1,slo-rw170a-a201-l,5,A201-L,Morro,Cerro Vista,W,,
A017557,BN0013185,000B86812491,10.151.160.2,slo-rw170a-a201-c,2.4,A201-C,Morro,Cerro Vista,W,,
A017558,BN0013289,000B86812699,10.151.160.3,slo-rw170a-a202-l,5,A202-L,Morro,Cerro Vista,W,,
A017559,BN0013292,000B868126A8,10.151.160.4,slo-rw170a-a202-b,2.4,A202-B,Morro,Cerro Vista,W,,
A017560,BN0013191,000B868124AF,10.151.160.5,slo-rw170a-a202-am,AM,A202-D,Morro,Cerro Vista,W,,
A017561,BN0013257,000B868125F9,10.151.160.6,slo-rw170a-a301-l,5,A301-L,Morro,Cerro Vista,W,,
A017562,BN0013258,000B868125FE,10.151.160.7,slo-rw170a-a301-c,2.4,A301-C,Morro,Cerro Vista,W,,
A017563,BN0013273,000B86812649,10.151.160.8,slo-rw170a-a302-l,5,A302-L,Morro,Cerro Vista,W,,
A017564,BN0013260,000B86812608,10.151.160.9,slo-rw170a-a302-b,2.4,A302-B,Morro,Cerro Vista,W,,
A017565,BN0013254,000B868125EA,10.151.160.10,slo-rw170a-a303-l,5,A303-L,Morro,Cerro Vista,W,,
A017566,BN0013452,000B868129C8,10.151.160.11,slo-rw170a-a303-b,2.4,A303-B,Morro,Cerro Vista,W,,
A017567,BN0013477,000B86812A45,10.151.160.12,slo-rw170a-a304-l,5,A304-L,Morro,Cerro Vista,W,,
A017568,BN0013465,000B86812A09,10.151.160.13,slo-rw170a-a304-b,2.4,A304-B,Morro,Cerro Vista,W,,
A017569,BN0013451,000B868129C3,10.151.160.14,slo-rw170a-a304-am,AM,A304-C,Morro,Cerro Vista,W,,
A017570,BN0013376,000B8681284C,10.151.160.15,slo-rw170a-a401-l,5,A401-L,Morro,Cerro Vista,W,,
A017571,BN0013402,000B868128CE,10.151.160.16,slo-rw170a-a401-c,2.4,A401-C,Morro,Cerro Vista,W,,
A017572,BN0013455,000B868129D7,10.151.160.17,slo-rw170a-a402-l,5,A402-L,Morro,Cerro Vista,W,,
A017573,BN0013470,000B86812A22,10.151.160.18,slo-rw170a-a402-b,2.4,A402-B,Morro,Cerro Vista,W,,
A017574,BN0013472,000B86812A2C,10.151.160.19,slo-rw170a-a403-l,5,A403-L,Morro,Cerro Vista,W,,
A017575,BN0013454,000B868129D2,10.151.160.20,slo-rw170a-a403-b,2.4,A403-B,Morro,Cerro Vista,W,,
A017576,BN0013259,000B86812603,10.151.160.21,slo-rw170a-a404-l,5,A404-L,Morro,Cerro Vista,W,,
A017577,BN0013246,000B868125C2,10.151.160.22,slo-rw170a-a404-b,2.4,A404-B,Morro,Cerro Vista,W,,
A017578,BN0013256,000B868125F4,10.151.160.23,slo-rw170a-a405-l,5,A405-L,Morro,Cerro Vista,W,,
A017579,BN0013198,000B868124D2,10.151.160.24,slo-rw170a-a405-b,2.4,A405-B,Morro,Cerro Vista,W,,
A017580,BN0013271,000B8681263F,10.151.160.25,slo-rw170a-a405-am,AM,A405-D,Morro,Cerro Vista,W,,
A017581,BN0013255,000B868125EF,10.151.160.26,slo-rw170a-a406-l,5,A406-L,Morro,Cerro Vista,W,,
A017582,BN0013181,000B8681247D,10.151.160.27,slo-rw170a-a406-b,2.4,A406-B,Morro,Cerro Vista,W,,
A017583,BN0013261,000B8681260D,10.151.160.28,slo-rw170a-a406-am,AM,A406-C,Morro,Cerro Vista,W,,
A017584,BN0013253,000B868125E5,10.151.160.29,slo-rw170a-a503-l,5,A503-L,Morro,Cerro Vista,W,,
A017585,BN0013244,000B868125B8,10.151.160.30,slo-rw170a-a503-b,2.4,A503-B,Morro,Cerro Vista,W,,
A017586,BN0013360,000B868127FC,10.151.160.31,slo-rw170a-a504-l,5,A504-L,Morro,Cerro Vista,W,,
A017587,BN0013344,000B868127AC,10.151.160.32,slo-rw170a-a504-b,2.4,A504-B,Morro,Cerro Vista,W,,
A017588,BN0013290,000B8681269E,10.151.160.33,slo-rw170a-a504-am,AM,A504-D,Morro,Cerro Vista,W,,
A017589,BN0013369,000B86812829,10.151.160.34,slo-rw170a-a505-l,5,A505-L,Morro,Cerro Vista,W,,
A017590,BN0013362,000B86812806,10.151.160.35,slo-rw170a-a505-am,AM,A505-A,Morro,Cerro Vista,W,,
A017591,BN0013361,000B86812801,10.151.160.36,slo-rw170a-a505-b,2.4,A505-B,Morro,Cerro Vista,W,,
A017592,BN0013359,000B868127F7,10.151.160.37,slo-rw170a-a506-l,5,A506-L,Morro,Cerro Vista,W,,
A017593,BN0013357,000B868127ED,10.151.160.38,slo-rw170a-a506-b,2.4,A506-B,Morro,Cerro Vista,W,,
A017594,BN0013355,000B868127E3,10.151.160.39,slo-rw170a-a507-l,5,A507-L,Morro,Cerro Vista,W,,
A017595,BN0013342,000B868127A2,10.151.160.40,slo-rw170a-a507-b,2.4,A507-B,Morro,Cerro Vista,W,,
A017596,BN0013411,000B868128FB,10.151.160.41,slo-rw170a-a508-l,5,A508-L,Morro,Cerro Vista,W,,
A017597,BN0013403,000B868128D3,10.151.160.42,slo-rw170a-a508-b,2.4,A508-B,Morro,Cerro Vista,W,,
A017598,BN0013413,000B86812905,10.151.160.43,slo-rw170a-a509-l,5,A509-L,Morro,Cerro Vista,W,,
A017599,BN0013398,000B868128BA,10.151.160.44,slo-rw170a-a509-am,AM,A509-A,Morro,Cerro Vista,W,,
A017600,BN0013388,000B86812888,10.151.160.45,slo-rw170a-a509-b,2.4,A509-B,Morro,Cerro Vista,W,,
A017601,BN0013410,000B868128F6,10.151.153.81,slo-rw170a-a510-l,5,A510-L,Morro,Cerro Vista,W,,
A017602,BN0013400,000B868128C4,10.151.153.82,slo-rw170a-a510-c,2.4,A510-C,Morro,Cerro Vista,W,,
A017603,BN0013404,000B868128D8,10.151.160.48,slo-rw170a-a603-l,5,A603-L,Morro,Cerro Vista,W,,
A017604,BN0013412,000B86812900,10.151.160.49,slo-rw170a-a603-b,2.4,A603-B,Morro,Cerro Vista,W,,
A017605,BN0013103,000B868122F7,10.151.160.50,slo-rw170a-a604-l,5,A604-L,Morro,Cerro Vista,W,,
A017606,BN0013391,000B86812897,10.151.160.51,slo-rw170a-a604-b,2.4,A604-B,Morro,Cerro Vista,W,,
A017607,BN0013378,000B86812856,10.151.160.52,slo-rw170a-a604-am,AM,A604-C,Morro,Cerro Vista,W,,
A017608,BN0013327,000B86812757,10.151.160.53,slo-rw170a-a605-l,5,A605-L,Morro,Cerro Vista,W,,
A017609,BN0013210,000B8681250E,10.151.160.54,slo-rw170a-a605-b,2.4,A605-B,Morro,Cerro Vista,W,,
A017610,BN0013248,000B868125CC,10.151.160.55,slo-rw170a-a605-am,AM,A605-D,Morro,Cerro Vista,W,,
A017611,BN0013231,000B86812577,10.151.160.56,slo-rw170a-a606-l,5,A606-L,Morro,Cerro Vista,W,,
A017612,BN0013326,000B86812752,10.151.160.57,slo-rw170a-a606-b,2.4,A606-B,Morro,Cerro Vista,W,,
A017613,BN0013372,000B86812838,10.151.160.58,slo-rw170a-a607-l,5,A607-L,Morro,Cerro Vista,W,,
A017614,BN0013381,000B86812865,10.151.160.59,slo-rw170a-a607-b,2.4,A607-B,Morro,Cerro Vista,W,,
A017615,BN0013386,000B8681287E,10.151.160.60,slo-rw170a-a608-l,5,A608-L,Morro,Cerro Vista,W,,
A017616,BN0013329,000B86812761,10.151.160.61,slo-rw170a-a608-am,AM,A608-A,Morro,Cerro Vista,W,,
